flight,tail_number,long,lat,alt,manufacturer,model,reg_expiration,reg_owner,reg_city,reg_state,squawk,mph,spotted
SWA3446,N8701Q,-118.364,34.4378,25350,BOEING,737-8,7/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7355,479,11/10/22 21:00
SWA497,N228WN,-118.331,34.7774,24700,BOEING,737-7H4,6/30/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6360,509,11/10/22 21:00
SWA1511,N465WN,-118.147,34.6465,20450,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4617,453,11/10/22 21:00
SWA2121,N8808Q,-118.761,34.5489,36975,BOEING,737-8,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2042,527,11/10/22 21:00
SWA244,N751SW,-118.259,34.537,19900,BOEING,737-7H4,8/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7314,437,11/10/22 21:10
N276SM,N176SM,-118.362,34.5649,7950,GULFSTREAM AEROSPACE,G-V,5/31/23,MASSMUTUAL ASSET FINANCE LLC,FOXBOROUGH,MASSACHUSETTS,2025,260,11/10/22 21:10
ASA1199,N303AS,-118.629,34.8206,36975,BOEING,737-990,10/31/23,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,1366,527,11/10/22 21:10
N8096U,N8096U,-118.202,34.87,16775,BEECH,C90A,3/31/25,WHITTY AVIATION LLC,ROCKLIN,CALIFORNIA,,460,11/10/22 21:10
SWA410,N8665D,-117.907,34.5597,18100,BOEING,737-8H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3717,447,11/10/22 21:20
SWA3706,N7734H,-118.132,34.6031,10450,BOEING,737-7BD,8/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1421,380,11/10/22 21:50
SWA1514,N280WN,-118.205,34.7294,23600,BOEING,737-7H4,8/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3657,463,11/10/22 21:50
SWA1460,N444WN,-118.753,34.5235,41000,BOEING,737-7H4,11/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1076,529,11/10/22 21:50
ATN3324,N431AZ,-118.226,34.4494,28900,BOEING,767-381,1/31/23,CARGO AIRCRAFT MANAGEMENT INC,WILMINGTON,OHIO,7252,511,11/10/22 22:00
SWA355,N942WN,-117.814,34.5169,17150,BOEING,737-7H4,2/29/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3266,378,11/10/22 22:00
WMN884,N884BN,-118.119,34.9582,43875,DASSAULT AVIATION,FALCON 900EX,4/30/24,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UTAH,3335,534,11/10/22 22:00
N924MB,N924MB,-117.869,34.6539,21550,GULFSTREAM AEROSPACE,G-IV,3/31/25,EVOLUTION DEVELOPMENT PARTNERS LLC,BEVERLY HILLS,CALIFORNIA,4741,477,11/10/22 22:10
JBU358,N624JB,-117.874,34.596,19675,AIRBUS,A320-232,3/31/24,JETBLUE AIRWAYS CORP,LONG ISLAND CITY,NEW YORK,2070,470,11/10/22 22:20
N152QS,N152QS,-118.263,34.4785,44125,BOMBARDIER INC,BD-700-1A10,3/31/24,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,743,564,11/10/22 22:20
FFL860,N163ZW,-117.974,34.6292,11775,,,,,WASHINGTON,DIST. OF COL.,2721,355,11/10/22 22:50
